maize_crop_yield,VAR,WMG,SWD,REP,ND2SE,SC8,SC9,SC10,WD3WAS,WD6WAS,WD9WAS,WDW3WAS,WDW6WAS,WDW9WAS,PLTHT3,PLTH6,PLTH9,LA3,LA6,LA9,LAI3,LAI6,LAI9,50%TASSEL,50%SILK,CobL,CobD,Nokelrwcob,NoGrnRow,NoGperCob,CobWgt,1000GWgt,GY
2,3,1,1,2,40,63,148,166,29,72,143,0.4,61.8,91,54,146.8,167,60.47,325.33,455.72,0.0161,0.0868,0.1215,52,57,15.32,4.24,14,32,448,5666.67,202,4333.33
2,3,1,1,3,39,60,145,163,9,92,123,4.4,57.8,95.6,51.7,156.33,209.73,48.01,245.07,452.47,0.0128,0.0654,0.1207,48,52,13.6,3.76,14,30,420,2500,224.5,1833.33
2,3,1,2,1,36,153,171,193,59,123,161,9.3,76.8,114.3,46.6,148.2,159.3,50.23,316.2,423.78,0.0134,0.0843,0.113,49,55,13.96,4.14,14,29,406,5833.33,179,4166.67
2,3,1,2,2,37,85,163,173,49,113,151,11.3,74.8,116,58.2,171.1,178.3,69.7,360.14,514.37,0.0186,0.096,0.1372,51,58,13.9,3.96,14,32,448,3866.67,226,3166.67
2,3,1,2,3,39,87,165,175,69,133,171,7.3,78.8,112.5,60.33,156.5,193.33,59.04,361.67,469.76,0.0157,0.0964,0.1253,50,57,13.74,4.12,14,28,392,4666.67,210.5,3333.33
2,3,1,3,1,36,161,194,243,66,128,189,16.6,98.1,136.1,58.3,180.6,193.3,47.96,230.48,318.87,0.0128,0.0615,0.085,50,61,10.86,3.46,14,27,378,3166.67,150,2000
2,3,1,3,2,35,91,172,200,76,118,199,14.6,100.1,134.6,51.7,138.7,147.7,47.85,400.79,425.31,0.0128,0.1069,0.1134,48,57,10.2,3.58,13,26,338,2833.33,191,1833.33
2,3,1,3,3,35,89,170,196,56,138,179,18.6,96.1,138.9,46.33,144.33,181,53.42,347.92,405.71,0.0142,0.0928,0.1082,49,59,11.4,3.7,13,28,352,3250,181.9,2166.67
2,3,2,1,1,42,79,133,145,27,47,68,5.1,5.3,24.6,50.7,146.7,170.7,82.6,472.59,493.58,0.022,0.126,0.1316,52,56,15.4,4,14,36,504,5251.67,226,4285
2,3,2,1,2,48,40,140,149,37,37,58,7.1,3.3,26.4,57.3,140.7,182.2,78.73,383.06,512.37,0.021,0.1021,0.1366,52,56,16.7,4.2,15,36,540,6083.33,235.5,4833.33
2,3,2,1,3,47,37,137,146,17,57,78,3.1,7.3,22.2,57.67,148.67,182,81.97,443.81,591.01,0.0219,0.1184,0.1576,53,58,16.9,4.16,14,37,518,5750,220,4416.67
2,3,2,2,1,38,146,163,185,67,60,87,5.4,13.2,40.4,46.3,156,196.7,38.51,344.03,466.58,0.0103,0.0917,0.1244,48,51,15.96,4.16,12,33,396,8500,235.5,6333.33
2,3,2,2,2,40,90,128,136,77,70,97,3.4,15.2,38.1,54.2,140.8,179.3,91.32,447.95,592.74,0.0244,0.1195,0.1581,49,54,15.2,4.14,14,33,462,7500,243,5666.67
2,3,2,2,3,42,92,131,140,57,50,77,7.4,11.2,42.8,64.9,174,195.33,116.15,333.29,537.2,0.031,0.0889,0.1433,48,52,15.16,4.24,15,29,435,7900,245,5833.33
2,3,2,3,1,36,165,184,200,49,93,94,8.2,106.1,109.3,68.3,151.7,180.7,57.23,388.06,415.02,0.0153,0.1035,0.1107,45,52,13.2,3.28,13,28,364,3666.67,169,2333.33
2,3,2,3,2,36,99,140,163,59,83,84,10.2,104.1,107.1,55,121,158.3,65.79,428.02,457.47,0.0175,0.1141,0.122,49,56,14,3.74,13,29,377,4300,177.2,3133.33
2,3,2,3,3,37,96,137,160,39,103,104,6.2,108.1,111.4,54.67,144.33,180.67,56.67,403.13,465.87,0.0151,0.1075,0.1242,47,54,13,3.74,13,30,393,4416.67,196.4,3083.33
2,3,3,1,1,45,86,88,110,6,31,51,0.2,6.4,24.1,51.3,131.3,161.3,108,485.47,504.55,0.0288,0.1295,0.1345,47,51,14.3,4.04,15,31,465,4833.33,209,4083.33
2,3,3,1,2,59,45,48,64,16,41,61,2.2,8.4,22.4,65.5,160.4,186.5,87.18,540.27,605.56,0.0232,0.1441,0.1615,51,53,16.34,4.16,14,38,532,6333.33,221.5,5000
2,3,3,1,3,58,40,41,58,10,21,41,1.2,4.4,26.5,60,180.7,222.17,81.21,544.38,614.54,0.0217,0.1452,0.1639,52,56,16.6,4.24,14,39,546,4750,227.5,3666.67
2,3,3,2,1,38,90,100,140,33,73,57,0.7,14.9,58.7,45.2,185.4,191.7,79.25,476.19,539.43,0.0211,0.127,0.1438,39,48,15.3,4.06,13,32,416,5583.33,225,4500
2,3,3,2,2,38,47,51,113,23,63,47,1.7,12.9,60.3,63,172.3,192.3,76.8,386.31,591.82,0.0205,0.103,0.1578,51,53,15.8,4.2,13,35,455,9000,200,6333.33
2,3,3,2,3,40,53,57,118,43,83,67,2.7,16.9,56.2,64.5,183.23,210.33,95.59,416.99,580.2,0.0255,0.1112,0.1547,50,54,17.5,4.22,14,34,476,4333.33,243,4166.67
2,3,3,3,1,37,121,138,158,45,78,60,4.7,21.1,70.5,68.7,159.5,197,68.75,419.46,487.13,0.0183,0.1119,0.1299,43,50,14.5,3.88,14,32,448,6083.33,187.5,6166.67
2,3,3,3,2,43,21,83,125,55,88,70,2.7,23.1,68.9,55.7,144.7,186.8,62.83,565.79,629.42,0.0168,0.1509,0.1678,44,50,14.8,3.9,15,33,495,5000,193.6,3500
2,3,3,3,3,43,48,80,121,35,68,50,6.7,19.1,72.1,57.33,177.67,208.33,79.31,370.22,461.52,0.0211,0.0987,0.1231,43,50,15.2,4.12,14,32,448,4650,198.2,3083.33
2,3,4,1,1,47,2,8,15,2,49,8,0,2.7,5.2,57,154,167,75.13,408.87,537.6,0.02,0.109,0.1434,49,54,17,4.2,13,38,494,6083.33,241.5,4750
2,3,4,1,2,46,4,8,9,8,39,18,1,0.7,7.3,48.3,148,181.7,86.8,491.83,552.85,0.0231,0.1312,0.1474,50,54,17.4,4.18,14,37,518,5666.67,272.5,4416.67
2,3,4,1,3,45,4,6,8,11,59,10,2,4.7,3.2,50,152.67,189.67,106.03,551.76,571.79,0.0283,0.1471,0.1525,48,52,18.6,4.34,13,41,533,7166.67,200,5750
2,3,4,2,1,42,3,6,10,15,58,12,0.6,6.4,7.7,57.2,159.3,203,56.27,386.32,532.39,0.015,0.103,0.142,47,50,16.48,4.22,14,32,448,6500,254,4833.33
2,3,4,2,2,38,23,25,43,25,68,22,1.6,8.4,5.3,57.7,167.3,198,81.88,369.5,543.27,0.0218,0.0985,0.1449,47,52,17.06,4.22,13,36,468,7383.33,276.5,5416.67
2,3,4,2,3,40,25,28,46,5,48,2,2.6,4.4,9.1,62.33,170.33,201.33,105.16,501.26,544.28,0.028,0.1337,0.1451,43,47,16.5,4.42,14,37,518,7466.67,238,5466.67
2,3,4,3,1,37,1,10,58,49,60,16,2.2,16.3,12.9,65.7,195.3,208.3,62.63,540.66,605.28,0.0167,0.1442,0.1614,39,50,15.4,3.92,12,33,396,5083.33,223,3750
2,3,4,3,2,36,10,15,18,39,50,6,0.2,14.3,14.4,59.3,80.5,193,61.13,543.16,591.2,0.0163,0.1448,0.1577,45,53,15.2,4.22,14,34,476,5333.33,213.4,3833.33
2,3,4,3,3,37,7,12,15,59,70,26,4.2,18.3,10.7,59.33,164.67,201.33,67.5,556.88,623.9,0.018,0.1485,0.1664,42,51,15.4,3.9,13,32,416,5633.33,210.6,4000
2,4,1,1,1,40,121,137,151,52,36,157,1.8,47.6,84.2,57.3,167.7,188.3,50.98,241.64,417.54,0.0136,0.0644,0.1113,55,61,15,4.22,15,39,585,6000,167.5,4666.67
2,4,1,1,2,40,41,78,99,42,46,147,3.8,49.6,82.4,46.5,140.2,179.1,70.73,325.49,447.94,0.0189,0.0868,0.1195,54,58,15.46,4,13,36,468,5700,217.5,4533.33
2,4,1,1,3,39,38,75,96,62,26,167,0.8,45.6,86,47.5,144.33,177.33,60.95,323.41,424.75,0.0163,0.0862,0.1133,53,57,14.8,3.76,13,34,442,4000,200.5,2833.33
2,4,1,2,1,37,138,152,178,54,104,153,13.1,64.6,101.3,48.4,147.6,175,42.89,259.11,374.54,0.0114,0.0691,0.0999,49,54,14.2,3.94,12,30,360,6333.33,170,4333.33
2,4,1,2,2,37,53,94,143,64,94,163,11.1,62.6,99.6,41.8,127.3,164.7,54.55,342.93,488.86,0.0145,0.0914,0.1304,52,59,14.8,3.64,11,33,363,5000,231,3333.33
2,4,1,2,3,39,55,97,145,44,114,143,15.1,66.6,103.4,44.37,144.57,172.67,47.06,322.53,424.75,0.0125,0.086,0.1133,51,58,14.06,4.06,12,28,336,5333.33,220.5,3750
2,4,1,3,1,36,143,185,218,87,118,178,68.4,120.4,125.2,60.87,133.7,166,36.59,246.66,296.71,0.0098,0.0658,0.0791,50,60,12.3,3.38,13,27,351,2666.67,156.5,1666.67
2,4,1,3,2,37,65,102,256,77,128,168,70.4,118.4,127.1,48,126.3,155.8,43.31,377.83,428.96,0.0115,0.1008,0.1144,53,60,13,3.68,14,27,378,3166.67,169.5,2333.33
2,4,1,3,3,38,63,100,251,97,108,188,66.4,122.4,123.6,44.83,123.67,162.17,39.9,280.74,388.07,0.0106,0.0749,0.1035,52,60,12,3.7,13,27,364,3666.67,200.8,2500
2,4,2,1,1,47,10,39,50,65,43,14,3.3,9.2,33,49,134.3,166,76.38,350.51,464.32,0.0204,0.0935,0.1238,53,59,15.74,4.08,13,37,481,5083.33,238,4000
2,4,2,1,2,47,38,62,85,75,33,24,1.3,11.2,31.4,47.3,141.4,166.7,77.69,391.02,508.54,0.0207,0.1043,0.1356,53,58,15.4,4.06,13,37,481,7500,235,5583.33
2,4,2,1,3,46,35,59,82,55,53,4,5.3,7.2,35.7,45.83,135.67,171.67,87.63,415.04,556.23,0.0234,0.1107,0.1483,53,58,16.32,4.3,14,38,532,6083.33,236.5,4750
2,4,2,2,1,38,50,78,81,58,86,39,8,13.2,45.2,45,148.3,197.7,42.44,368.24,442.52,0.0113,0.0982,0.118,48,52,16.7,4.08,14,32,448,6250,241,4916.67
2,4,2,2,2,48,28,49,105,68,96,29,10,11.2,47.2,50.8,146.5,180,37.89,320.34,472.1,0.0101,0.0854,0.1259,53,56,15.4,4,12,31,372,9666.67,223.5,7000
2,4,2,2,3,50,31,53,108,48,76,49,6,15.2,43.9,40.2,130.67,188.67,47.88,381.27,501.4,0.0128,0.1017,0.1337,49,53,15.66,3.96,12,32,384,6416.67,238,5166.67
2,4,2,3,1,36,114,123,150,60,100,128,9.2,80.4,100.1,47.8,154,187,57.12,303.51,396.42,0.0152,0.0809,0.1057,51,57,13.4,3.66,13,30,390,3833.33,165.5,2500
2,4,2,3,2,44,33,85,147,50,110,138,7.2,82.4,98.6,47.3,127,155,58.48,417.01,483.47,0.0156,0.1112,0.1289,49,54,14.4,4.02,14,30,420,4450,183.2,3250
2,4,2,3,3,45,30,81,143,70,90,118,11.2,78.4,102.5,55.33,132.33,180.67,66.87,397.77,489.65,0.0178,0.1061,0.1306,50,55,14.44,3.9,13,24,312,4333.33,215.3,3166.67
2,4,3,1,1,40,13,23,35,8,63,47,0.1,1.6,27.9,51.3,154.7,178.3,81.26,384.96,492.12,0.0217,0.1027,0.1312,49,53,16.72,3.94,12,38,456,5916.67,221.5,4666.67
2,4,3,1,2,40,8,12,19,18,53,57,2.1,0.6,29.2,50.7,153.7,186.5,77.35,433.48,550.8,0.0206,0.1156,0.1469,53,58,17.1,4.22,13,38,494,5475,254.5,4333.33
2,4,3,1,3,39,6,10,14,10,73,37,1.1,3.6,25.4,51,147.67,198.67,105.42,519.17,608.29,0.0281,0.1384,0.1622,53,58,17,3.98,13,38,494,5333.33,233.5,4166.67
2,4,3,2,1,39,59,84,150,19,63,93,0.2,21.1,83,57.9,156.2,183.7,57.18,345.86,559.79,0.0152,0.0922,0.1493,47,51,16.46,4.14,12,34,408,6666.67,256.5,4916.67
2,4,3,2,2,48,16,25,44,9,73,83,1.2,23.1,80.1,50.23,153,201,60.14,451.55,625.23,0.016,0.1204,0.1667,51,54,16.78,4.04,12,34,408,8083.33,278,6333.33
2,4,3,2,3,50,20,29,48,29,53,103,2.2,19.1,84,51.27,178.33,208.33,120.46,458.01,630.65,0.0321,0.1221,0.1682,49,53,16.4,4.12,12,34,408,6033.33,258.5,4533.33
2,4,3,3,1,38,112,125,163,44,70,114,1.6,38.4,46.1,54.7,165.7,200.7,45.24,439.2,563.01,0.0121,0.1171,0.1501,41,47,15,3.62,13,35,455,4750,182,3333.33
2,4,3,3,2,49,23,38,67,54,60,104,0.6,36.4,48.9,56.7,151.3,182,59.24,485.59,530.62,0.0158,0.1295,0.1415,46,52,15.2,4.04,14,35,490,5500,193.4,4000
2,4,3,3,3,50,20,35,66,34,80,124,3.6,40.4,44.3,56.33,160,191.33,44.36,409.48,485.44,0.0118,0.1092,0.1295,43,49,15,4.06,14,35,490,5516.67,205,4133.33
2,4,4,1,1,59,1,2,3,6,52,8,0,1.7,4.9,60.3,146.7,179.3,79.88,394.96,486.33,0.0213,0.1053,0.1297,52,57,15,4.06,13,37,481,5833.33,220.5,4583.33
2,4,4,1,2,42,6,9,10,12,62,18,1,3.7,6.2,48.2,142.2,186.1,79.98,441.45,513.1,0.0213,0.1177,0.1368,53,58,16.6,3.92,13,37,481,5416.67,218.5,4250
2,4,4,1,3,41,5,7,10,10,42,10,2,0.7,2.2,52,138,183,77.83,514.35,516.21,0.0208,0.1372,0.1377,53,58,16.74,4.1,14,38,532,5750,217.5,4500
2,4,4,2,1,48,3,8,10,17,51,10,0.9,9,7.6,43.5,151.7,183,41.88,381.78,524.16,0.0112,0.1018,0.1398,48,52,16,4.06,12,38,456,6166.67,295,4500
2,4,4,2,2,51,10,18,24,7,61,10,2.9,7,5.8,46.5,140.7,195.3,61.42,381.11,508.32,0.0164,0.1016,0.1356,51,55,16.5,4.24,13,32,416,8666.67,264.5,6466.67
2,4,4,2,3,53,13,21,25,27,41,20,1.9,11,9.2,49.53,149.33,207,76.8,428.38,569.62,0.0205,0.1142,0.1519,46,50,16.4,4.14,12,39,468,7083.33,255,5333.33
2,4,4,3,1,46,1,17,53,25,71,26,1.1,26.4,28.3,54.6,175.7,208.7,59.5,473.34,566.74,0.0159,0.1262,0.1511,42,51,15.44,3.84,12,37,444,5083.33,213.5,3750
2,4,4,3,2,47,10,17,23,35,61,36,0.1,28.4,30.4,55,148.3,188.7,63.89,481.25,564.34,0.017,0.1283,0.1505,46,51,15.4,4.02,14,36,504,5583.33,220.1,4000
2,4,4,3,3,48,6,15,20,15,81,16,3.1,24.4,26.6,55.33,147.33,188.33,48.31,399.94,555.88,0.0129,0.1067,0.1482,44,51,15.8,4.04,14,34,476,6233.33,211.9,4400
2,5,1,1,1,38,147,159,172,15,127,69,1.3,99.4,106.5,50.7,142,178,76.74,227.04,451.85,0.0205,0.0605,0.1205,52,58,14.6,4.36,15,33,495,4750,146,3666.67
2,5,1,1,2,38,98,130,168,5,137,59,3.3,97.4,104.2,54.4,157.9,209.4,70.86,336.46,439.69,0.0189,0.0897,0.1172,53,58,15,4.3,14,32,448,5000,218.5,3916.67
2,5,1,1,3,37,95,127,165,25,117,79,0.3,101.4,108.7,50.83,166.67,198.33,59.99,291.37,454.33,0.016,0.0777,0.1212,50,55,14.66,4.04,14,31,434,3000,229.5,2166.67
2,5,1,2,1,36,203,221,243,70,130,148,15.2,149.7,138.4,46,165.3,192,41.3,296.17,358.61,0.011,0.079,0.0956,50,54,15.7,4.08,14,32,448,4083.33,177.5,3000
2,5,1,2,2,35,100,178,236,80,140,158,13.2,151.7,140.6,56,167.3,197,56.95,331.05,460.95,0.0152,0.0883,0.1229,53,60,14.4,3.98,12,29,348,5333.33,217.5,3000
2,5,1,2,3,37,105,181,240,60,120,138,17.2,147.7,136,57.37,149,198.67,45.81,389.95,445.19,0.0122,0.104,0.1187,52,59,15,3.96,13,30,390,3583.33,207,2583.33
2,5,1,3,1,34,231,257,277,91,147,203,77.1,189.4,213.4,51.2,172.67,187.7,31.01,260.63,441.56,0.0083,0.0695,0.1178,49,57,11.7,3.62,13,27,351,3083.33,180,2333.33
2,5,1,3,2,32,115,189,274,81,157,193,79.1,187.4,215.7,45.7,148,178.8,42.84,315.06,428.04,0.0114,0.084,0.1141,53,60,11.4,3.5,13,26,338,2916.67,149.6,2083.33
2,5,1,3,3,33,113,184,270,101,137,213,75.1,191.4,211.9,47.67,135,174.67,25.21,268.74,340.36,0.0067,0.0717,0.0908,51,58,11,3.58,13,27,338,3083.33,171.4,2166.67
2,5,2,1,1,41,105,121,136,53,13,77,2.6,14.6,14,41,133,154.3,77.52,278.94,410.86,0.0207,0.0744,0.1096,52,59,15.1,4.18,14,37,518,4833.33,207,4933.33
2,5,2,1,2,43,85,104,152,63,3,87,0.6,16.6,16.8,47.3,153.3,211.2,67.94,334.36,504.09,0.0181,0.0892,0.1344,52,59,18.3,4.5,15,39,585,5500,246,4041.67
2,5,2,1,3,43,82,101,148,43,23,67,4.6,12.6,12.4,49.67,160,214,85.75,385.88,451.7,0.0229,0.1029,0.1205,55,59,17.7,4.32,15,38,570,5666.67,270,4166.67
2,5,2,2,1,37,154,178,201,50,62,140,4.3,16,19.4,53.3,166.4,181.3,31.84,325.24,527.8,0.0085,0.0867,0.1407,50,56,14.86,4.42,14,31,434,5750,263.5,4666.67
2,5,2,2,2,39,136,153,186,40,72,150,6.3,14,21.5,52.9,160.7,220.3,70.83,443.11,603.18,0.0189,0.1182,0.1608,53,58,17.74,4.26,14,36,504,6916.67,259,5166.67
2,5,2,2,3,41,138,155,189,60,52,130,2.3,18,17.1,63.83,198.67,226,88.35,380.07,524.95,0.0236,0.1014,0.14,50,55,15.26,4.16,13,30,390,4333.33,289,3333.33
2,5,2,3,1,35,165,186,228,43,86,199,6.9,44.4,70.3,66.9,152.3,171.3,46.15,347.56,445.39,0.0123,0.0927,0.1188,53,58,14.6,4.26,14,34,476,4466.67,197,3166.67
2,5,2,3,2,36,171,194,223,53,76,189,4.9,46.4,72.4,46.7,128.3,180,62.42,477.19,578.64,0.0166,0.1273,0.1543,52,59,14,4.12,14,31,434,1966.67,162.8,2600
2,5,2,3,3,37,168,190,219,33,96,209,8.9,42.4,68.2,55.33,155,200.67,42.36,259.88,380.15,0.0113,0.0693,0.1014,52,56,13,3.8,13,28,364,4400,187.1,3066.67
2,5,3,1,1,40,43,200,210,13,45,26,0.5,5.6,44.5,43.7,128,165,78.5,290.04,508.88,0.0209,0.0773,0.1357,52,57,16.7,4.26,15,36,540,5916.67,229,4666.67
2,5,3,1,2,40,52,60,84,17,35,16,2.5,3.6,42.3,54.9,162.5,193.3,59.21,413.58,575.44,0.0158,0.1103,0.1535,52,60,17.5,4.44,16,37,592,6000,268,4333.33
2,5,3,1,3,39,50,63,87,20,55,36,1.5,7.6,46.9,51.7,175.33,206,79.45,460.69,561.15,0.0212,0.1229,0.1496,53,59,17.56,4.28,14,38,532,5333.33,247.5,4166.67
2,5,3,2,1,38,84,92,175,23,48,50,1,9.5,62.4,49.2,181.3,199.7,48.06,312.23,500.57,0.0128,0.0833,0.1335,48,54,16.8,4.14,13,36,468,6666.67,253,5000
2,5,3,2,2,43,60,73,191,33,58,60,2,11.5,60.3,57.3,172,200.7,79.45,396.63,673.59,0.0212,0.1058,0.1796,52,57,19.12,4.78,16,34,544,8750,293,6583.33
2,5,3,2,3,45,62,76,195,13,38,40,3,7.5,58.2,59.33,192,224.67,96.93,370.5,502.11,0.0258,0.0988,0.1339,51,55,15.9,4.18,14,35,490,5083.33,267.5,3716.67
2,5,3,3,1,39,127,148,200,33,114,78,3.2,33.5,80.9,64.5,160.7,191.7,53.75,533.24,620.07,0.0143,0.1422,0.1654,43,56,14.9,4.16,14,31,434,4916.67,189,3333.33
2,5,3,3,2,41,98,121,128,23,124,68,5.2,31.5,78.4,54,175.3,218.5,48.8,436.65,575.29,0.013,0.1164,0.1534,48,56,14.4,3.98,13,32,416,4750,184.5,4316.67
2,5,3,3,3,42,94,118,125,43,104,88,1.2,35.5,82.6,54.67,149,198.67,39.33,289.09,419.45,0.0105,0.0771,0.1119,45,56,14.4,3.48,14,29,406,4750,187.4,3500
2,5,4,1,1,43,17,19,43,5,69,22,0.2,8.7,12.8,47,153.7,175,68.88,340.3,513.52,0.0184,0.0907,0.1369,52,59,17.2,4.42,16,39,624,7666.67,246.5,6083.33
2,5,4,1,2,40,13,13,28,7,59,12,2.2,6.7,14.4,56.7,175.67,207.7,86.34,465.39,483.09,0.023,0.1241,0.1288,53,58,17.4,4.28,16,38,608,6416.67,269.9,5083.33
2,5,4,1,3,40,13,17,30,10,79,32,1.2,10.7,10.6,51.5,157.67,196,90.18,504.22,539.71,0.024,0.1345,0.1439,50,56,16.54,4.36,15,36,540,5416.67,248,4000
2,5,4,2,1,38,6,38,100,30,78,18,1.1,12,17.3,54.7,167,199.3,47.57,500.31,599.1,0.0127,0.1334,0.1598,50,56,15.16,4.16,14,29,406,5516.67,246,4500
2,5,4,2,2,38,28,37,44,40,88,28,3.1,14,19.2,49.7,167.2,196.7,87.31,446.42,572.19,0.0233,0.119,0.1526,52,55,17,4.52,14,37,518,7500,260.5,5583.33
2,5,4,2,3,40,30,40,47,20,68,8,0.1,10,15.4,61.57,179,207.33,90.45,397.8,543.09,0.0241,0.1061,0.1448,47,51,18.6,4.36,14,36,504,7166.67,232,5333.33
2,5,4,3,1,39,10,36,68,39,78,30,3.4,23.7,30.4,55.9,202,205.3,55.45,525.43,613.9,0.0148,0.1401,0.1637,51,58,13.9,4.12,15,32,480,5000,193.5,3666.67
2,5,4,3,2,36,20,28,39,29,68,20,5.4,21.7,28.2,53,170,201,57.32,525.26,634.37,0.0153,0.1401,0.1692,51,55,14.4,3.98,14,34,476,4750,194.4,3333.33
2,5,4,3,3,37,22,29,43,49,88,40,1.4,25.7,32.4,53.33,169.67,217,31.31,308.64,408.38,0.0084,0.0823,0.1089,55,59,14,4,14,33,462,5166.67,200,3833.33
,,,,,,,,,,,,,,,50,148,168.3,,,,,,,,,,,,,,,,
